frame_idx,split,mean_psnr,min_psnr,max_psnr,std_psnr,mean_ssim,min_ssim,max_ssim,std_ssim,mean_clip_similarity,min_clip_similarity,max_clip_similarity,std_clip_similarity
24,train,32.16678016859291,29.936236991330173,34.35805399498931,1.2561398304209823,0.9423925653100014,0.9239028096199036,0.9573988914489746,0.011458191697023237,0.9888529926538467,0.9838019609451294,0.994164228439331,0.004111748082198971
25,train,32.30359407229623,29.276923046159332,34.934844140182285,1.5632655885070583,0.9458011835813522,0.9260030388832092,0.9631222486495972,0.011245005914386427,0.9907783269882202,0.9844839572906494,0.9946779608726501,0.0034541029946294727
26,train,31.9395691080749,29.36736775079984,33.291695611087256,1.1472491007872478,0.943654403090477,0.9253972172737122,0.9602208733558655,0.011015170050263754,0.9904474541544914,0.9828218221664429,0.9933196306228638,0.0035921382038592627
27,train,32.354257738120644,31.225317263423737,34.36198996486558,1.1751404284262292,0.9434392675757408,0.9194298386573792,0.9662209153175354,0.014502218825726339,0.9907596036791801,0.9819245934486389,0.9951789379119873,0.003953024767387604
28,train,31.70888802477943,29.601989139302567,33.823371654163886,1.2342881151355525,0.9385956525802612,0.9109470844268799,0.9573411345481873,0.01427161036112561,0.9895216599106789,0.9825938940048218,0.9933086633682251,0.003753368853664748
29,val,20.373040252644806,16.91471731993388,23.18366161283823,1.771279821193695,0.7063470706343651,0.637289822101593,0.8385549783706665,0.07351584482026607,0.9736135452985764,0.9527460336685181,0.9869437217712402,0.012659382767069021
30,train,32.168605058267545,31.077762582435582,32.98439378705521,0.7366776708238567,0.9432246461510658,0.9198225736618042,0.9620606303215027,0.013272473251489725,0.9912270605564117,0.9889926910400391,0.9939755201339722,0.001980010867675796
31,train,32.22014535914532,31.05177086349096,34.179576207687916,0.9556284002301129,0.9456730559468269,0.925981879234314,0.958482027053833,0.011754772689011327,0.9901362210512161,0.9849901795387268,0.9945400953292847,0.0027705781755887676
32,train,31.9157455824215,30.275070056907644,33.870084598847384,1.1198166879027927,0.9430290460586548,0.9189538359642029,0.952629804611206,0.012560112033547224,0.9875306859612465,0.975261390209198,0.9927307963371277,0.00548764850226505
33,train,32.28186995644997,31.08233951033792,33.79892567054139,0.9612022496479018,0.9458935335278511,0.9211597442626953,0.958102285861969,0.012968733539052424,0.9889742434024811,0.9835278987884521,0.9943016767501831,0.00355668258532965
34,train,32.45911964495171,31.159124050789167,34.15566432943333,1.0668121929771757,0.9456034824252129,0.9207831621170044,0.9598236083984375,0.013997933670908088,0.990175761282444,0.9845596551895142,0.9935124516487122,0.0026179543406532097
35,train,32.58560921806776,30.95359178316439,35.81183493918287,1.5438252921757625,0.9454783424735069,0.9197922945022583,0.9579348564147949,0.013945339534246004,0.9914786443114281,0.9888283014297485,0.9939885139465332,0.0018295299274392477
36,train,32.0480351440076,30.29559850252833,35.609571977738845,1.8000376014777792,0.9394181817770004,0.907219648361206,0.9522627592086792,0.016266818762507157,0.9910351932048798,0.9868638515472412,0.9946779012680054,0.0023111795699236643
37,train,32.672253056908495,31.13331536147488,36.758337158791015,1.9039120903124331,0.9448660090565681,0.9198513031005859,0.9569783806800842,0.014154229652131645,0.9895930141210556,0.9824914336204529,0.9945366382598877,0.0036272334992882814
38,train,32.23615308002957,29.169732642714408,36.207731194071464,2.2189714801081117,0.9427611455321312,0.9159268140792847,0.9555422067642212,0.015194249070248066,0.988554909825325,0.9758903980255127,0.9927689433097839,0.005491135931258316
39,val,20.224162920280094,15.893133156138862,24.880147351250486,2.7296852686120405,0.6988138481974602,0.5479980111122131,0.8495333194732666,0.10211148202742516,0.967539869248867,0.9287291765213013,0.9790624976158142,0.016519781623704714
40,train,31.644292350906063,30.631072995817785,34.007848578926996,1.0930609777982836,0.9425993710756302,0.915833055973053,0.9552371501922607,0.015037551974737101,0.9884935021400452,0.9782158136367798,0.994698166847229,0.004941625342740563
41,train,32.19685683239075,30.043793512916057,34.52252218152236,1.4504842306029302,0.9460262134671211,0.9242274165153503,0.9598974585533142,0.013457502221093072,0.9912169650197029,0.9864808320999146,0.9948910474777222,0.002517678024584591
42,train,32.261856787125595,28.9462294327246,35.108907430961395,2.111883871481318,0.9439877644181252,0.9212741851806641,0.9587681293487549,0.01496469961389043,0.9891243055462837,0.9818158149719238,0.9923577904701233,0.0033895650819105354
43,train,32.92422528485113,30.858567840565353,37.10528675882901,2.2049782537694202,0.9456136301159859,0.919970691204071,0.9589415192604065,0.01598796707895478,0.9896404072642326,0.9869076013565063,0.9918742775917053,0.0020168214387538026
44,train,32.358877156882556,29.9561573180506,36.37736319833108,2.4885920712521266,0.9413452446460724,0.9132751226425171,0.956716001033783,0.01794198552297139,0.9884745627641678,0.9848562479019165,0.9938395619392395,0.0030933683769781145
45,train,32.705899070266014,29.197045486041098,37.09599213169681,2.5677513502771383,0.9457866549491882,0.9178826808929443,0.9585926532745361,0.015439928226408143,0.9886433482170105,0.9831342697143555,0.9917458295822144,0.0030658101744623577
46,train,33.10771987439251,30.020779533341653,37.55624667418037,2.589751327334538,0.9474388584494591,0.9193978905677795,0.9605178833007812,0.015533440843207564,0.9894792959094048,0.9869002103805542,0.9921643733978271,0.002027715596109491
47,train,32.90907857161879,29.351904872053815,37.691582246012864,2.773964393227115,0.9467711746692657,0.9205644726753235,0.9608584642410278,0.014740733590678215,0.9886477515101433,0.982168972492218,0.9938629269599915,0.003845850810092003
48,train,32.30494977461821,29.08495840354616,37.47793225158301,2.7930100304494747,0.9421114474534988,0.9088739156723022,0.9598582983016968,0.016679526520468863,0.9806378483772278,0.94840407371521,0.9925235509872437,0.014608124763655294
49,val,20.157600591279454,14.222678692242214,24.3382463181062,3.053963133826466,0.6898905783891678,0.5357182025909424,0.8353536128997803,0.12357747988834832,0.9621995314955711,0.9400652647018433,0.9825273752212524,0.014712462270299514
50,train,32.613447752506254,29.53750931658497,36.95954118698931,2.4492597388451336,0.9449915364384651,0.9151839017868042,0.9593111276626587,0.014436660212010666,0.9856594949960709,0.9683966636657715,0.9923183917999268,0.008130322265023672
51,train,32.70783974415606,29.540162178984627,38.10221866890337,2.9437134923932766,0.9453298449516296,0.9125427007675171,0.9611135125160217,0.015429762797805611,0.9861527383327484,0.9812381863594055,0.9901334047317505,0.0028532797752515862
52,train,32.45347548980785,29.14051435635432,39.542766305275954,3.383299326346085,0.9418987333774567,0.9073319435119629,0.9610489010810852,0.017118421982554036,0.9853892624378204,0.9756289720535278,0.9908987283706665,0.0049172271528298145
53,train,32.82011223095829,29.43027505864636,38.196811139188945,2.880340685495884,0.9470722451806068,0.9158404469490051,0.9612667560577393,0.015310017496431835,0.9877093285322189,0.9819467663764954,0.9908760786056519,0.002952271761263317
54,train,33.04114503897033,29.553877021223084,38.87896045093295,2.9445808502275392,0.9475625231862068,0.9166356325149536,0.9611366987228394,0.015386924233158501,0.9878431558609009,0.9775675535202026,0.9916322231292725,0.004589347989605142
55,train,33.281713631122194,29.526704414215452,38.99667152002778,2.927180274032292,0.9495464712381363,0.9194786548614502,0.9626506567001343,0.0156680792359977,0.9889656752347946,0.9816908836364746,0.9928422570228577,0.003988087037702402
56,train,32.93250209617936,29.308326064642426,38.43325232304351,2.8991313087142405,0.9472663104534149,0.9143432378768921,0.9632118940353394,0.017383767076957435,0.9873849451541901,0.9835687279701233,0.9910459518432617,0.002685374608627098
57,train,33.393704407132695,29.281961535206786,39.0299662300762,3.2332117789875037,0.9506164416670799,0.9163278341293335,0.9670823216438293,0.018005976354231807,0.9886172339320183,0.980110228061676,0.9927588701248169,0.004097492263973981
58,train,32.83398511888336,28.817143352459706,38.65911531432539,3.1897301719334608,0.9473733380436897,0.9108904004096985,0.9668813347816467,0.019262825790217944,0.9896493703126907,0.9846685528755188,0.9912543296813965,0.002153250854361401
59,val,20.168366884765312,15.230785273878773,23.125701644288647,2.398968559721251,0.7138533368706703,0.5481199026107788,0.8439170122146606,0.1090801145364933,0.9604512378573418,0.9013082981109619,0.9857099056243896,0.026315621305637433
60,train,32.126541569641894,28.016697579505422,36.34477293575859,2.831595492803587,0.9439844563603401,0.9106889963150024,0.9647973775863647,0.020943299349743982,0.988023117184639,0.9789402484893799,0.9922977685928345,0.004205611754038042
61,train,32.78897400780917,28.867845932059453,38.179009031611564,3.2122870760261244,0.9481644108891487,0.915963351726532,0.9660133719444275,0.01867397484666142,0.9892036318778992,0.9873344898223877,0.9925928115844727,0.002010884975550669
62,train,32.68808575112968,28.903453788744162,38.09726060525818,3.0577343469422704,0.9478815123438835,0.9177042841911316,0.9640454053878784,0.018122418888570444,0.9885054901242256,0.9827941656112671,0.991654098033905,0.002735706800083999
63,train,32.82784169958945,29.297368236692733,37.4113097916472,2.9186320550156855,0.948899395763874,0.9235087037086487,0.9642422199249268,0.016348799004361064,0.9893610179424286,0.9855271577835083,0.9932398200035095,0.002756371417068344
64,train,32.170817035146506,28.46533323351614,37.23614608133024,3.252731782434747,0.9454449042677879,0.9135690331459045,0.9607120752334595,0.019134449151516665,0.9887119829654694,0.9855941534042358,0.9914603233337402,0.0024538484989152735
65,train,32.385089610036495,28.562964153951395,37.32002552951924,2.981400171765763,0.9482532814145088,0.9186427593231201,0.9628153443336487,0.017606341443029853,0.98968256264925,0.9850152730941772,0.9922489523887634,0.0024809234752481988
66,train,32.40433587050196,28.316975613537828,36.8810650287377,2.928093316376163,0.9468756914138794,0.9157676100730896,0.9613901972770691,0.018958129771895604,0.9893417358398438,0.9841707944869995,0.9922318458557129,0.002856901705328898
67,train,32.18714655479715,28.366370951452573,35.53828984826909,2.5703125782644825,0.9464363232254982,0.9159561991691589,0.9605724811553955,0.017524984297636072,0.9902643114328384,0.9871267080307007,0.993507444858551,0.0022218668337846705
68,train,31.57336998074988,27.643482251400897,36.193103669567186,3.0140259573443795,0.9412123486399651,0.9043979048728943,0.9567273855209351,0.02044140132963068,0.9895139932632446,0.9849361181259155,0.9924524426460266,0.0022592131243021974
69,val,20.30966804650747,15.663435240932913,23.32651712637993,2.5178264982274055,0.7134163156151772,0.5414364337921143,0.8402116298675537,0.10262730089344162,0.9762492924928665,0.9608797430992126,0.9838801026344299,0.007628921471754697
70,train,31.72672582871415,27.867406304549988,35.7653712181797,2.691305423613442,0.9432879015803337,0.9092886447906494,0.9586862921714783,0.01823208966188191,0.9887190759181976,0.9848533868789673,0.9924603700637817,0.0026619522762536155
71,train,32.06908659278868,28.76863244327728,36.323919439642594,2.673829693163839,0.9466742649674416,0.914877712726593,0.9642568826675415,0.016646158306097513,0.9906148910522461,0.9858608245849609,0.9928807020187378,0.002212993375429046
72,train,31.80256603475462,28.120915799711362,35.827774538992934,2.576612283508672,0.9440585076808929,0.9042389988899231,0.964803159236908,0.020978785719115742,0.9907139465212822,0.9873647689819336,0.994133710861206,0.0027252032601004397
73,train,31.89387324431887,28.42599482552584,36.434898120614506,2.6003700380037547,0.9460831359028816,0.9111385941505432,0.9663012623786926,0.018431902474470716,0.9911755695939064,0.9867255687713623,0.9938129186630249,0.002245973577814381
74,train,31.494727707405225,28.070352503297933,36.12894036119917,2.3770139289214134,0.9435339942574501,0.9033210277557373,0.9659633636474609,0.020410872800637716,0.9926009327173233,0.9906684160232544,0.9943177700042725,0.0015147215089123115
75,train,31.425766628889363,27.754661065210826,36.34106047656519,2.499327060548338,0.9433194920420647,0.8979467749595642,0.9674028754234314,0.02174078050463842,0.9912661612033844,0.9882608652114868,0.993759036064148,0.0017835073223374104
76,train,30.87477680376439,27.21988174930258,35.48328850959679,2.3661140200262816,0.9394748657941818,0.8922088742256165,0.9668262004852295,0.02332846768865516,0.9892731532454491,0.9820671081542969,0.9934602975845337,0.0037520164911932882
77,train,31.512149892075637,27.740007528305316,35.866589836883314,2.7542103020668316,0.9422533288598061,0.9009048342704773,0.966963529586792,0.020874799879336586,0.9899625331163406,0.9874012470245361,0.9931142330169678,0.002049283829311938
78,train,31.48535747291312,27.51400815139553,35.83100661826598,2.959505331433658,0.9421246945858002,0.8994021415710449,0.9665496945381165,0.022337927056831002,0.9899669960141182,0.9836819767951965,0.9930283427238464,0.0030316530531370282
79,val,21.567719305008804,19.168875914566968,23.325055573739508,1.469750929502566,0.7649191915988922,0.6406112909317017,0.8667054176330566,0.07864197124266088,0.9759910851716995,0.9674758315086365,0.9831125736236572,0.004979709629478584
80,train,31.419735622139143,27.87342792136702,35.88058815421754,2.6825123390162804,0.9410214200615883,0.9020217657089233,0.9676876664161682,0.02170181271521,0.9888464957475662,0.9761596918106079,0.9927587509155273,0.005479205507988234
81,train,31.839145432608888,28.367594411785454,36.128477247747234,2.5302154718254353,0.9461405053734779,0.9096092581748962,0.9698866605758667,0.01912410594749366,0.9895471483469009,0.9736044406890869,0.9944562315940857,0.006828828717592671
82,train,31.27183244743089,27.97089105473523,36.16662792355509,2.4022202996781603,0.9420925006270409,0.9004805684089661,0.9691638946533203,0.021587151746210058,0.9901761710643768,0.9846293926239014,0.9945477843284607,0.0035467009430333292
83,train,31.08659960622856,27.569445314585785,35.516739732245384,2.288207727660231,0.9415013194084167,0.8980554342269897,0.9654369950294495,0.02201397213796578,0.9902655333280563,0.9810270071029663,0.9938088655471802,0.004382988183393054
84,train,31.132871848810765,26.85847292677969,35.44761937849535,2.8014119934616732,0.9380552917718887,0.8862894773483276,0.9646989107131958,0.025201548449420245,0.9912203922867775,0.9879177808761597,0.9935462474822998,0.0019298866575620463
85,train,31.502882598603446,27.649584752236997,35.755096485085744,2.7722555262948902,0.940942294895649,0.896903395652771,0.9664633274078369,0.0225618472364012,0.9920813366770744,0.9901719093322754,0.9936659932136536,0.001171655476875859
86,train,31.432738645787715,27.610058642712257,35.626273667744556,2.528973540439975,0.9412513673305511,0.8977956175804138,0.9646993279457092,0.021642751624130742,0.9910988360643387,0.989293098449707,0.9921550750732422,0.0009923018393566466
87,train,31.205789231101445,27.81878524936647,35.709772631612886,2.229850615916589,0.942227728664875,0.9017373919487,0.965089738368988,0.01993997594767564,0.990429013967514,0.9877920150756836,0.9933570027351379,0.0019026830978042157
88,train,31.243378468380456,27.63882632111825,35.020155248324656,2.522446143089582,0.9389227479696274,0.8988938331604004,0.9614557027816772,0.020812774267229547,0.990490049123764,0.9865713119506836,0.9938088059425354,0.002318531835430178
89,val,20.368480431645157,17.10048890296339,23.377814613675042,1.9760127224100115,0.7263832092285156,0.5869385004043579,0.8638761639595032,0.08413787669987707,0.9778354614973068,0.9667085409164429,0.9890953302383423,0.008016605194697067
90,train,31.325182107184652,27.45852087492583,35.14971988231211,2.518823864696704,0.9403426125645638,0.8981621265411377,0.9615879058837891,0.020253690522969162,0.9916472807526588,0.9886489510536194,0.9948400259017944,0.0019122421381860025
91,train,31.248277890585406,27.664740922314394,35.40473053918972,2.6837657338572107,0.9413153529167175,0.9029333591461182,0.9636043310165405,0.019883890239542647,0.9917469397187233,0.9892846941947937,0.9936443567276001,0.0015456793321717446
92,train,30.851995746813877,27.070659537091224,35.15570511993106,2.863120114913339,0.9364843666553497,0.8929008841514587,0.9637550115585327,0.023494080759031716,0.990555077791214,0.9875466823577881,0.9938379526138306,0.002296390043448473
93,train,31.21540180406778,27.662161459319382,35.32286837889198,2.729986631338812,0.9411445781588554,0.9010671973228455,0.9648513793945312,0.02119724572668968,0.9920309484004974,0.990489661693573,0.9943013191223145,0.0013803359374166746
94,train,31.118125263617195,27.367054065300707,35.496524072103796,2.863466496040425,0.9398904293775558,0.8980275392532349,0.9648740887641907,0.022261334601544495,0.9909755811095238,0.9856884479522705,0.9938764572143555,0.003126268684241003
95,train,31.236908637165268,27.729464326558137,35.420923219318276,2.7308588458104395,0.9412458091974258,0.9037355780601501,0.965372622013092,0.02082019954116048,0.9890213310718536,0.9801451563835144,0.9943349957466125,0.005421986577913418
96,train,31.028623018848535,27.459050107951377,35.150740895764905,2.7209354776002037,0.9389532133936882,0.8987414836883545,0.9648418426513672,0.022231977220119332,0.9904982298612595,0.9799752235412598,0.9944382905960083,0.00471626424144814
97,train,30.846615690498588,27.74892333840463,35.29578794721128,2.8786581227655934,0.9405358210206032,0.9052630662918091,0.9668314456939697,0.021680797483187464,0.9906911328434944,0.9853818416595459,0.994137167930603,0.003444383404217149
98,train,30.773728521915565,27.575386866443946,35.270574809866254,2.957277735526581,0.9388458132743835,0.9027248024940491,0.9674314260482788,0.022453813640825673,0.992036946117878,0.988477349281311,0.9960463047027588,0.0026793952701109377
99,val,20.25008004244024,17.32434246494522,22.773839291148896,1.8092902337921675,0.7296027690172195,0.6050567626953125,0.854404628276825,0.08383770480568345,0.9755060821771622,0.957834780216217,0.9856352210044861,0.009561858367146986
100,train,30.38158690279885,27.42276057241998,34.77157495788484,2.7231895776186508,0.9351280853152275,0.8955570459365845,0.9650202393531799,0.024659368669790953,0.9899256601929665,0.9841526746749878,0.9936480522155762,0.0032020448386323726
101,train,30.87660451241311,28.05713756412194,35.354524439181176,2.8119841630933164,0.9401751458644867,0.9034888744354248,0.9683791995048523,0.022612556404226155,0.9895654693245888,0.9784669876098633,0.9941458106040955,0.004918073141417268
102,train,30.927258302099112,28.1470567662984,35.81308569282733,3.075010877378722,0.9408024773001671,0.9077132344245911,0.9713475704193115,0.022627549698889037,0.9900463595986366,0.9808491468429565,0.9942648410797119,0.004186393694036206
103,train,31.16890648845779,28.524431301541355,36.16093313096337,3.0067742458607283,0.9427174404263496,0.9112828373908997,0.9725968241691589,0.021899004792569805,0.9913851320743561,0.987912654876709,0.9952463507652283,0.0023066220201323167
104,train,31.17805092793366,28.235686480555472,35.971991883954956,2.8575661058958786,0.9410592019557953,0.908152163028717,0.9706363677978516,0.022249379790140262,0.9896586239337921,0.9833993911743164,0.9947657585144043,0.003745292238586343
105,train,31.524849229433055,28.476366149351495,36.452531864828515,2.935312587827579,0.9437635391950607,0.9138095378875732,0.9734665751457214,0.021139717712439783,0.9916445463895798,0.9855064153671265,0.9961718320846558,0.0032314338228488023
106,train,31.27573998132509,28.16496911984914,36.642878470111135,3.1187941625857603,0.9425645992159843,0.9085274338722229,0.9736706614494324,0.0224250400339729,0.9906950518488884,0.9852026700973511,0.9951134324073792,0.003988278661102082
107,train,31.099683888251036,28.097734654019998,36.82034592559801,3.2660796353860198,0.9412465468049049,0.9096274971961975,0.974765419960022,0.022713173355922614,0.9915648996829987,0.9878661632537842,0.9940066337585449,0.0024129805480519293
108,train,30.51809692967073,27.64364763351391,35.865352462722385,3.2139971852376235,0.9353222995996475,0.9002037644386292,0.9715967774391174,0.0260903004905436,0.9901173338294029,0.9776105880737305,0.9939643144607544,0.005299746122614348
109,val,20.078497236850417,17.695669966135455,22.245823057136207,2.0430309792603247,0.7225173190236092,0.5688437819480896,0.8488671183586121,0.10221511884067974,0.9747228473424911,0.9447263479232788,0.986263632774353,0.012777314184776987
110,train,30.690361657534904,28.01568784836792,35.6906181490545,3.067574784887068,0.939824603497982,0.9077878594398499,0.9751356840133667,0.024500481397564024,0.9904764220118523,0.9857217669487,0.9948288202285767,0.003390393093277748
111,train,31.178504548732587,28.39997225182682,37.189473315459644,3.3855367219402708,0.9420629739761353,0.9127066135406494,0.9767268896102905,0.023959978656445464,0.9907452091574669,0.9843792915344238,0.9933049082756042,0.002878370839393504
112,train,31.108138928742946,27.85493754114284,37.40369096773678,3.4543782197669133,0.9397616311907768,0.9072878956794739,0.9755542874336243,0.024868770165603866,0.9886689782142639,0.9831571578979492,0.9923131465911865,0.00301570143524696
113,train,31.16969956535262,27.98594291496466,37.361288551224014,3.3722561577009493,0.9434424713253975,0.9119580984115601,0.9777358174324036,0.02334144448972522,0.9914193451404572,0.9875366687774658,0.9949262738227844,0.002468723700921966
114,train,31.262467381178986,27.66652017387741,37.85413571439463,3.5699511717546084,0.9418719783425331,0.9069615602493286,0.9786779880523682,0.025339976314166533,0.9915692880749702,0.988406777381897,0.9945474863052368,0.0020365198696688487
115,train,31.197734336032248,27.34715462535828,37.771228790594755,3.6181779915656174,0.9411276653409004,0.9050620794296265,0.9785452485084534,0.025732870699575888,0.9899422004818916,0.9821316003799438,0.9954925775527954,0.004616087739458555
116,train,30.75269597493901,27.3269335999706,37.24737303611127,3.7168155031026178,0.9370981380343437,0.901992678642273,0.9767787456512451,0.027802724865631574,0.9904522001743317,0.9860800504684448,0.9945950508117676,0.002732025744048145
117,train,31.02711160837037,27.62196498988079,37.13590652116662,3.556042041093293,0.940396174788475,0.9040303826332092,0.9786680936813354,0.026452144231705742,0.9904783070087433,0.9791665077209473,0.9953334331512451,0.004889083133933142
118,train,30.94843024764636,27.219397349450873,36.96611089254099,3.549054939505613,0.9394465833902359,0.9046105146408081,0.9763106107711792,0.025390341703987643,0.9904297888278961,0.9870716333389282,0.9942705631256104,0.002560419034493033
119,val,20.019275080852548,16.846525054300436,23.959241721850866,2.856186396631897,0.7172976732254028,0.515764594078064,0.8530660271644592,0.13081539413976292,0.9770781174302101,0.9593021869659424,0.9892640113830566,0.009262481225664655
120,train,30.757717666775903,27.327551160746836,37.10295101383792,3.5413420481112103,0.9373968690633774,0.9009602665901184,0.9753786325454712,0.026420103815317834,0.9865903183817863,0.9734419584274292,0.9918873310089111,0.0066119349366502
121,train,31.15114913501015,27.416142739838705,38.13801840702756,3.8399787363142917,0.9421219006180763,0.9066213965415955,0.9789425730705261,0.02559641642417566,0.9895192161202431,0.9815587401390076,0.9936744570732117,0.003618954550259279
122,train,31.47403709864095,27.502586485906896,37.95498891221256,3.882243381052393,0.9411804229021072,0.9075835347175598,0.9779878854751587,0.026237975038475244,0.9898568913340569,0.9808800220489502,0.993556022644043,0.003917728714125755
123,train,31.282445440487813,26.868599678124628,37.89117843087779,3.934590061490006,0.9396719858050346,0.9036054611206055,0.9767500758171082,0.02641737760945999,0.9892473146319389,0.97966468334198,0.9934306740760803,0.0046396497429586426
124,train,30.865837105277073,26.107653554246795,37.64765450514296,4.057956036859362,0.9344499483704567,0.8908918499946594,0.9758702516555786,0.030267353083181972,0.9897909909486771,0.9847171306610107,0.993262767791748,0.003111286583870477
125,train,31.302212848495607,26.633502620932262,37.37652437080496,3.9011390744465824,0.940110832452774,0.8983601927757263,0.9784187078475952,0.027358510738078,0.98853749781847,0.9734126329421997,0.9929636716842651,0.006341275920779749
126,train,31.414283936874394,26.79293350506084,37.73443066412719,3.878813183282418,0.9407014399766922,0.8970210552215576,0.9789178371429443,0.027339117613674115,0.9891134276986122,0.9846099615097046,0.9941987991333008,0.003178325741812052
